id;cliente;nacionalidad;comentario_completo;tipo de habitacion;noches;fecha_alojamiento;tipo_cliente;fecha de comentario
7a86d6eab7eaf336;Ismet;España;Nous avons passé un très bon séjour l'emplacement au plan centre historique la chambre nous étions surpris très propre très spacieuse très lumineuse avec un mini bar digne d'un hôtel 4 étoiles la salle de bain très propre le personnel a votre disposition facilité d'accès avec les codes fournis par l'hôtel.;Habitación Doble con baño privado;2 noches;septiembre de 2023;En pareja;2023-09-05
8ef3e38e70e6aa85;Reslane;Suiza;"L’emplacement idéal en plein centre de Cadix, à 5 minutes de la cathédrale et à 10 minutes de la gare. 
La chambre est propre, avec serviettes, bouilloire et thés à disposition avec petit frigo avec boissons à acheter. 
Bonne literie également, j’ai bien dormi sans soucis de dos au réveil.";Habitación Doble con baño privado;4 noches;septiembre de 2023;Persona que viaja sola;2023-09-04
2bfc05e77d42b133;Pınar;Turquía;Clean, in the center. All the facilities were working and in a good condition. Windows had sound proof and the interior is really nice and modern.;Habitación Doble con baño privado en planta baja exterior;1 noche;septiembre de 2023;En pareja;2023-09-04
d3d2e4168e55cce7;Johan;Países Bajos;A lovely place, right in the centre, with nice helpful staff. Recommended.;Habitación Doble con baño privado;2 noches;septiembre de 2023;En pareja;2023-09-04
4131379c357bea2d;Teresa;Abjasia, ​Georgia;Genial.;Habitación Individual con baño privado;1 noche;septiembre de 2023;Persona que viaja sola;2023-09-03
359b526b4089d52b;Inma;España;Estancia correcta.Muy céntrico y la falta de aparcamiento por encontrarse en el centro de la ciudad la suple con una extremada y maravillosa limpieza.Lo único que podría acentuar serían los ruidos de los demás huéspedes: duchas de madrugada que parecían que estaban en mi habitación, portazos y gritos.;Habitación Doble con baño privado;1 noche;agosto de 2023;En pareja;2023-09-01
78db97294cdf1b77;Lorena;España;Excepcional.;Habitación Doble con baño privado;7 noches;agosto de 2023;En pareja;2023-08-31
90661a7090f9ceb3;Maria;España;En el mismo centro de Cádiz.La ubicación y que el personal es muy amable, mención a Lola! Nos gustó todo en general.Que hay obras en la fachada de atrás y un día los ruidos resultaron bastante molestos.;Habitación Doble con baño privado;4 noches;agosto de 2023;En pareja;2023-08-31
938318f808b5f493;Fulvia;Italia;Posizione eccellente,struttura originale negli arredi , pulita e gradevole . Gestore molto simpatico.;Habitación Doble con baño privado;2 noches;agosto de 2023;En pareja;2023-08-31
1d186c554cfc2f33;Antonella;Italia;Excepcional.;Habitación Doble interior con baño privado - 2 camas;4 noches;agosto de 2023;En pareja;2023-08-29
28b9efd155b4531e;Duran;España;Fantástico.;Habitación Doble con baño privado;5 noches;agosto de 2023;En pareja;2023-08-29
47091c0e795b3e63;Alberto;España;Acogedora estancia en casco histórico de csiz.Muy buena ubicación, personal super atento y las instalaciones genial, súper cómodo y limpio.Me gustó todo.;Habitación Doble interior con baño privado - 2 camas;3 noches;agosto de 2023;En pareja;2023-08-29
4e0ed203e47ec2d3;Samar;Italia;Decepcionante.;Habitación Individual con baño privado;7 noches;agosto de 2023;Persona que viaja sola;2023-08-28
2975f93e5dcad57d;Anónimo;España;Bien.;;6 noches;agosto de 2023;En pareja;2023-08-27
dd3a8ef9a8b7cc71;Ana;España;Excepcional.;Habitación Doble con baño privado;2 noches;agosto de 2023;En pareja;2023-08-27
82d0bcb1e531b2e8;José;España;Excelente.Limpieza,comodidad y ubicación.Nada.;Habitación Doble con baño privado en planta baja exterior;1 noche;agosto de 2023;En pareja;2023-08-27
de21951029072632;Renata;Polonia;Centrum miasta,  wszędzie blisko, pokój był na parterze z widokiem na ulicę ale nie było głośno ani uciążliwie, wygłuszone okiennice,  lodówka w pokoju, wystrój marynistyczny, taras na dachu,  sprzątane z domestosem , uczynna i miła obsługa ,niestety w materacu było wgniecenie, w które się wpadało,ale ogólnie materac bardzo wygodny , małym zaskoczeniem była konieczność zameldowania on-line, ale bardzo polecam ten hotel,  to mój drugi pobyt w tym hotelu, chętnie tam jeszcze wrócę.;Habitación Doble con baño privado en planta baja exterior;3 noches;agosto de 2023;En familia;2023-08-27
bb276ca16a87a626;Anunciacion;España;Fantástico.Ubicación  muy cerca de medios de transporte para moverte a demás pueblos. Todo nos gustó.Nada, todo genial.;Habitación Doble con baño privado;9 noches;agosto de 2023;En pareja;2023-08-26
677df2401bc09262;Ebert;Uruguay;Excepcional.El personal muy atento especialmente Mario  con el cual tuvimos más  contacto  quien nos brindó  mucha ayuda para continuar nuestro viaje.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;3 noches;agosto de 2023;En pareja;2023-08-25
854df6a27bacf13a;Alana;España;Muy bien.La habitación estaba limpia, es un hotel muy céntrico y el personal muy agradable.Había mucha humedad en la habitación.;Habitación Individual con baño privado;3 noches;agosto de 2023;Persona que viaja sola;2023-08-25
05af8b36a3fd9a49;Zayneb;Marruecos;"Points positifs : Emplacement (proche des monument, supermarché, restaurants, café.. et à 15 min de la station de bus),Chambre (spacieuse, propre, équipée de sèche cheveux et bouilloire), Personnel de l'hébergement (sympa et disponible sur WhatsApp) . Je recommande :).";Habitación Doble con baño privado en planta baja exterior;6 noches;julio de 2023;En pareja;2023-08-24
41ee909c8641fba8;Borja;España;Alojamiento perfecto en el centro de Cádiz.La ubicación es perfecta y la habitación está limpia y ordenada. Además, el aire acondicionado funciona correctamente y era muy necesario dadas las elevadas temperaturas. Calidad/precio perfecto.;Habitación Doble con baño privado;5 noches;agosto de 2023;En pareja;2023-08-24
78502d6876de8f6c;David;España;Fantástico.;Habitación Doble con baño privado;4 noches;agosto de 2023;En grupo;2023-08-22
b7eff48d35b02f28;Carla;Italia;Excepcional.;Habitación Doble con baño privado en planta baja exterior;3 noches;agosto de 2023;En grupo;2023-08-22
0e68a4bcbe2b69c8;Poliana;Rumanía;"The location 
The nautical team of the entire place
It had some minibar option
The rouf terrace  was really nice.";Habitación Doble con baño privado;3 noches;agosto de 2023;En pareja;2023-08-22
c0e1cb85a3354e77;Coca;España;Genial pero con final agridulce.La ubicación era excelente y el hostal estaba genial.El último día dejamos las maletas mientras estábamos por la ciudad y no pudimos entrar con el código que nos facilitaron. Tuvimos que esperar a que otro huésped entrara porque no nos respondían al teléfono.;Habitación Doble interior con baño privado - 2 camas;3 noches;agosto de 2023;En pareja;2023-08-22
59fd0150eae11e9e;Cristina;España;Muy recomendable.Buenísima atención por parte del personal, muy atento a todo lo que necesites. A destacar la limpieza y la comodidad de la cama. La habitación es muy amplia y tiene todo lo necesario. La ubicación es perfecta. Repetiríamos sin duda.Lo único es que se escucha bastante el ruido del hall.;Habitación Doble con baño privado;5 noches;agosto de 2023;En pareja;2023-08-22
5d70763f34419f8c;Sergio;Italia;"Facilità del check-in, gentilezza e disponibilità dello staff, arredo della struttura (sia in camera che negli spazi comuni).
Molto carino il terrazzino a disposizione di tutti gli ospiti e la posizione a due passi dalla cattedrale.";Habitación Individual con baño privado;1 noche;julio de 2023;Persona que viaja sola;2023-08-20
d8934f0ccb73c1b4;Juan;España;Muy bien.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;1 noche;agosto de 2023;En pareja;2023-08-20
bc332c9eedf5cd93;Teibo;Uruguay;Excepcional.Excelente ubicación,  el personal super atento, con un trato muy cordial. La limpieza de la habitación y de todo el lugar es muy buena.. Es muy buen hospedaje en relación a su precio, tiene todo lo necesario.No hay algo que no me haya gustado.;Habitación Doble con baño privado;13 noches;julio de 2023;En pareja;2023-08-20
93fdf9c014796b0a;Inma;España;Bien.;Habitación Doble con baño privado;1 noche;agosto de 2023;En pareja;2023-08-20
9862a372501e7fcc;José;España;Fantástico.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;3 noches;agosto de 2023;Persona que viaja sola;2023-08-20
f657c0cd8ce322c7;Diarmuid;Reino Unido;Clean tidy full of character.;Habitación Doble con baño privado;1 noche;agosto de 2023;Persona que viaja sola;2023-08-19
9447232ba0e82551;Ana;España;Excepcional.;Habitación Doble interior con baño privado - 2 camas;10 noches;agosto de 2023;En pareja;2023-08-18
7719478e6c6fc787;Diarmuid;Reino Unido;Clean tidy and well equipped.;Habitación Superior - 1 cama grande;1 noche;agosto de 2023;Persona que viaja sola;2023-08-18
b178faa78f0ee856;Daniel;España;Excepcional.;Habitación Superior - 1 cama grande;1 noche;junio de 2023;En pareja;2023-08-18
f7154c3e6bae2f34;Ariel;España;Una estancia magnifica.El hostal estaba muy bien ubicado, a 15 minutos de todo lo “interesante” de visitar playa y turismo. El personal muy amable y atento. Tiene una terraza en la plata de arriba y es una buena opcion para cenar mientras anochece.Todo estaba muy bien.;Habitación Doble con baño privado;3 noches;agosto de 2023;En pareja;2023-08-17
848e94103ce06a8a;Andrés;España;Agradable.Esta muy bien ubicado, cerca del casco histórico y bien comunicado de transporte público.Eche de menos un estante o algo en el baño para poder colocar mis cosas de aseo.;Habitación Doble con baño privado;4 noches;agosto de 2023;En pareja;2023-08-17
9b6990a410734e3c;Mónica;España;Sorprendente pensión en pleno centro y un personal extraordinario!.Sorprende un lugar tan confortable, limpio y con un personal tan amable como este. Mención especial para Aitor y Mario de recepción y Lola, la señora de la limpieza, que aparte de dejar la habitación como una patena, fue súper amable con nosotros. Un 10 al personal, absolutamente maravilloso!!.Nada, todo perfecto!.;Habitación Doble con baño privado;5 noches;agosto de 2023;En pareja;2023-08-16
3774fa901319a17b;Marina;España;Cómoda.Que estaba muy limpio, era muy cómodo, y el trato.Todo bien.;Habitación Doble con baño privado en planta baja exterior;3 noches;agosto de 2023;En pareja;2023-08-15
07b8d6bca3cc2eb0;José;España;Decepcionante.;Habitación Individual con baño privado;4 noches;agosto de 2023;Persona que viaja sola;2023-08-15
d40effcc500b9b1d;Jérôme;Francia;La situation centrale dans le centre ville historique au calme d'une rue non passante, le thème maritime de la décoration de qualité, la terrasse sur le toit avec ascenseur, la bonne éducation des autres clients.;Habitación Doble interior con baño privado - 2 camas;1 noche;agosto de 2023;En pareja;2023-08-11
08144c151b807eae;Bárbara;España;Excepcional.La ubicación y el trato del personal.Nada.;Habitación Doble con baño privado;3 noches;agosto de 2023;En grupo;2023-08-10
ca4c916bf808dcc6;Chen;China;10.;Habitación Individual con baño privado;2 noches;agosto de 2023;Persona que viaja sola;2023-08-09
9e80a78d05922b51;Alberto;España;Muy bien.;Habitación Doble con baño privado;3 noches;agosto de 2023;En pareja;2023-08-09
396426ad226c589b;Carlos;Argentina;Excepcional.;Habitación Doble con baño privado - 2 camas y 1 cama supletoria;2 noches;agosto de 2023;En pareja;2023-08-09
d40808213f0ed0f2;Agata;Polonia;Really nice room in a very city center, everything what we needed. Big plus for a fridge.;Habitación Doble con baño privado;2 noches;agosto de 2023;En pareja;2023-08-08
b0ac79f3c6050cef;Caitlin;Nueva Zelanda;The location was ideal - it was so easy to walk around the old town. Room was basic but spacious.;Habitación Doble interior con baño privado - 2 camas;3 noches;julio de 2023;En pareja;2023-08-08
9a5abecb4708b74f;Sabino;Italia;Posizione, grandezza stanza.;Habitación Doble interior con baño privado - 2 camas;2 noches;agosto de 2023;En pareja;2023-08-06
b74efe2ba164c3c2;Marivi;España;Muy bien.Perfecta ubicación, muy céntrico y a la vez tranquilo para poder dormir.Como mi habitación daba a un patio interior en donde se estaba rehabilitando un edificio, digamos que  era mejor no abrir la ventana. Pero entiendo que el establecimiento nada puede hacer.;Habitación Doble con baño privado;7 noches;julio de 2023;En pareja;2023-08-06
e33247bf8c163448;Armando;Italia;Posizione. Camere attrezzate, bel bagno, letto comodi.;Habitación Doble con baño privado;2 noches;agosto de 2023;En pareja;2023-08-06
01825ebe28d792b2;Iuliana;España;estancia muy confortable. La recomiendo!!!.todo.;Habitación Doble con baño privado;6 noches;agosto de 2023;En pareja;2023-08-06
1d2ce954daddd3bb;Rico;Abjasia, ​Georgia;Muy bien.Lo céntrico que está.Que no tenga armarios.;Habitación Doble con baño privado;4 noches;julio de 2023;En pareja;2023-08-04
63c20428d62bb868;José;España;Repetimos.La situación muy buena ,la atención de Mario y el buen servicio de de la chica de la limpieza .Me gustó todo.;Habitación Doble con baño privado;6 noches;agosto de 2023;En pareja;2023-08-03
a95e528dc823d261;Mconsuelo;España;Excepcional.;Habitación Doble con baño privado en planta baja exterior;4 noches;agosto de 2023;En pareja;2023-08-03
f041dae6b0d17bbb;Bárbara;España;Estancia agradable y céntrica.Es una habitación amplia y luminosa que cuenta con aire acondicionado y tele con canales por cable.Personalmente que fueran dos camas individuales.;Habitación Doble interior con baño privado - 2 camas;3 noches;julio de 2023;En pareja;2023-08-03
